airline_sentiment,airline_sentiment_confidence,negativereason,airline,name,text,tweet_created,tweet_location,user_timezone
positive,1.0,,US Airways,Logunov_Daniil,"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",2015-02-18 07:28:29-08:00,"Russia, Россия",Abu Dhabi
negative,1.0,Late Flight,US Airways,DustyJonas,@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour,2015-02-18 07:06:32-08:00,"Dallas, TX",Central Time (US & Canada)
negative,1.0,Late Flight,US Airways,kelliwilson02,@USAirways we might need a plane to get somewhere but just remember that you aren't the only choice #makeovertime#customerserviceplease,2015-02-18 06:56:23-08:00,Houston Texas,Central Time (US & Canada)
positive,1.0,,US Airways,Logunov_Daniil,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,2015-02-18 06:48:07-08:00,"Russia, Россия",Abu Dhabi
negative,1.0,Can't Tell,US Airways,kvetcher,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue",2015-02-18 06:39:35-08:00,"Major metro area, USA",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,PastorMRobinson,@USAirways my vacation budget was blown bc of the lack of communication from USAirways. I will never use them again or refer anyone!,2015-02-18 06:39:32-08:00,Lexington,Central Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,_MeAndMariah,@USAirways Credit to my bank account for the two days of work that I've missed because of these Cancelled Flightlations.,2015-02-18 06:33:22-08:00,where you want to be.,Eastern Time (US & Canada)
negative,0.6547,Flight Booking Problems,US Airways,kelliwilson02,@USAirways I don't need to rebook I need to know the policy,2015-02-18 06:33:11-08:00,Houston Texas,Central Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,_MeAndMariah,"@USAirways No reFlight Booking Problems necessary. I can't afford to deal this kind of unprofessionalism again. I would, however, like some type of credit.",2015-02-18 06:32:48-08:00,where you want to be.,Eastern Time (US & Canada)
neutral,0.6507,,US Airways,Kyle_Clarke528,@USAirways what are the odds you can get me on a flight with delta so I can actually get to Orlando today?? #2daysLate Flight,2015-02-18 06:26:23-08:00,"Worthington, Ohio",Central Time (US & Canada)
negative,1.0,longlines,US Airways,_MeAndMariah,@USAirways we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv,2015-02-18 06:25:37-08:00,where you want to be.,Eastern Time (US & Canada)
neutral,0.6351,,US Airways,akobilarov,@USAirways How long does it take to receive ticket # from @AmericanAir for itin booked via http://t.co/79waJk7EyT on US flights?,2015-02-18 06:24:44-08:00,South Carolina,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,_MeAndMariah,@USAirways this is got to be the worst service I've ever seen with an airline. 3 Cancelled Flightled flights. Rude employees. Currently flight delayed,2015-02-18 06:23:41-08:00,where you want to be.,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,kelliwilson02,@USAirways so you're going to make me wait that long on the phone line when you can help me? # that's part of the problem,2015-02-18 06:13:53-08:00,Houston Texas,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,jerseygirl4444,@USAirways now over 2 hrs. Can't wait anymore. 2 hrs for nothing. Now what?? #frustrated #USAirways http://t.co/BuwjTVUWKM,2015-02-18 05:58:04-08:00,NJ,Quito
negative,1.0,Customer Service Issue,US Airways,aakopel,@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?,2015-02-18 05:51:22-08:00,"Indianapolis, IN, USA",Eastern Time (US & Canada)
negative,0.6743,Late Flight,US Airways,kelliwilson02,@USAirways what is policy on changing flight to different dates once your flight has been delayed?,2015-02-18 05:49:27-08:00,Houston Texas,Central Time (US & Canada)
neutral,0.6551,,US Airways,MiddleSeatView,@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats),2015-02-18 05:34:19-08:00,"Washington, D.C.",Atlantic Time (Canada)
neutral,0.6923,,US Airways,Cuvols,@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir,2015-02-18 05:18:22-08:00,London ,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,jerseygirl4444,@usairways #usairways #unacceptable #holdtime REALLY?! http://t.co/UPp41AbxrQ,2015-02-18 05:14:33-08:00,NJ,Quito
neutral,0.6762,,US Airways,MiddleSeatView,"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?",2015-02-18 05:01:30-08:00,"Washington, D.C.",Atlantic Time (Canada)
negative,1.0,Customer Service Issue,US Airways,acimino,"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏",2015-02-18 05:01:22-08:00,"Atlanta, Ga. ",Eastern Time (US & Canada)
positive,1.0,,US Airways,BobMargolis,@USAirways You all work hard at making sure things flow smoothly. Keeping positive.,2015-02-18 04:50:04-08:00,On a mountain in Eastern PA,Eastern Time (US & Canada)
positive,1.0,,US Airways,atHomeinProv,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,2015-02-18 04:04:47-08:00,"Providence, Rhode Island",Eastern Time (US & Canada)
positive,1.0,,US Airways,Logunov_Daniil,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,2015-02-18 03:51:44-08:00,"Russia, Россия",Abu Dhabi
negative,1.0,Flight Attendant Complaints,US Airways,jtalarcek,@USAirways  please don't go to the check in process @AmericanAir uses at #MCO. It's an absolute disaster.,2015-02-18 03:44:34-08:00,Orlando,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,Jeff_Baert,@USAirways how about a phone # to talk to a real person?,2015-02-18 03:33:30-08:00,Mid Michigan,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,Jeff_Baert,@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us,2015-02-18 03:25:28-08:00,Mid Michigan,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,comediandan,@USAirways I gave up http://t.co/2eDgc6TbLs,2015-02-18 03:17:46-08:00,Up In The Air,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,comediandan,@USAirways I've been on hold for one hour and four minutes for your reservations line. How can you possibly do business this way?,2015-02-18 03:16:18-08:00,Up In The Air,Eastern Time (US & Canada)
negative,0.7123,Customer Service Issue,US Airways,cristalyze,@USAirways great but that still does not help me..,2015-02-18 02:07:00-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,dsearls,"@USAirways I appreciate the hard work. Still, I gave up after &gt;hour. @dsearls",2015-02-18 00:51:24-08:00,"SBA, BOS, JFK, EWR, SFO, LHR",Pacific Time (US & Canada)
negative,1.0,Bad Flight,US Airways,SkylarSong,@USAirways @AmericanAir stranded in cold Texas and getting sick because you overbooked the flight and gave my seat away. #gooutofbusiness,2015-02-17 22:07:13-08:00,Los Angeles,Pacific Time (US & Canada)
negative,0.6677,Late Flight,US Airways,fispahani,Thanks. “@USAirways: @fispahani Weather disruptions have caused some of our crew to run Late Flight. We're sorry for the delay to your flight.”,2015-02-17 21:57:54-08:00,"Washington, DC",Islamabad
negative,1.0,Can't Tell,US Airways,KristenElysse,@USAirways Fuck you,2015-02-17 21:46:33-08:00,Toronto,Quito
negative,1.0,Customer Service Issue,US Airways,drpippa,@USAirways disappointment? Making own arrangements for me &amp; my sleeping toddler with zero assistance from USAir is maddening.,2015-02-17 21:33:38-08:00,"Boston, MA",Eastern Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,jsperber,@USAirways thanks. We did see an agent. Unhelpful. Some got vouchers others did not for unexplained reasons.,2015-02-17 21:26:55-08:00,"Boston, MA",Mid-Atlantic
negative,0.6672,Flight Attendant Complaints,US Airways,jsperber,@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.,2015-02-17 20:54:55-08:00,"Boston, MA",Mid-Atlantic
negative,1.0,Late Flight,US Airways,jsperber,@usairways missed flight connection due to flight attendant delay. Yet no voucher on your part? #fail,2015-02-17 20:53:29-08:00,"Boston, MA",Mid-Atlantic
negative,0.6552,Flight Attendant Complaints,US Airways,drpippa,"@USAirways I absolutely knew you would try to blame weather to deny us vouchers in Phoenix. Totally false, was a crew issue.",2015-02-17 20:49:51-08:00,"Boston, MA",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,All_that_Jaz,"@USAirways Already filed a report personally at the airport, however they have no idea where it is even with a tracking number.",2015-02-17 20:48:06-08:00,Under your bed,Quito
negative,1.0,Cancelled Flight,US Airways,Kohrsnd,"@USAirways already called, no other options, flight is being reimbursed. Never again, you are unreliable for business travelers.",2015-02-17 20:46:44-08:00,"Cincinnati, OH",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,michaelrkenney,"@USAirways that link leads to a website that won't open on a cell phone.  Good job, shocking that your airline is folding.",2015-02-17 20:38:01-08:00,"Long Island, NY",Eastern Time (US & Canada)
negative,1.0,Cancelled Flight,US Airways,shhashhank,@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,2015-02-17 20:35:24-08:00,"Boston, MA | San Jose, CA",Arizona
negative,1.0,Late Flight,US Airways,easmn,@USAirways ~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it,2015-02-17 20:32:55-08:00,"Washington, DC",Eastern Time (US & Canada)
positive,1.0,,US Airways,Logunov_Daniil,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,2015-02-17 20:07:53-08:00,"Russia, Россия",Abu Dhabi
negative,1.0,Bad Flight,US Airways,easmn,"@USAirways flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?",2015-02-17 20:05:23-08:00,"Washington, DC",Eastern Time (US & Canada)
positive,1.0,,US Airways,lbrc133,@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,2015-02-17 20:03:33-08:00,Massachusetts,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,laurencecharles,"@USAirways Now, the JFK Baggage Office has actually run out of paper hotel vouchers. #thislinehasntmovedforanhour",2015-02-17 19:59:01-08:00,"Washington, DC",Eastern Time (US & Canada)
positive,1.0,,US Airways,cindycapo,"@USAirways Awesome USAir, TYSVM &lt;3",2015-02-17 19:44:10-08:00,"IL,USA",Central America
positive,1.0,,US Airways,husainhaqqani,@USAirways Thank you!,2015-02-17 19:33:52-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,laurencecharles,@USAirways Only the JFK baggage office is open to help re-book all of us on Cancelled Flightled flight 3121 to DCA. Shameful.,2015-02-17 19:25:35-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,Bink_V,@USAirways a flight update doesn't help when we are waiting 20+ min at our arrival waiting for a plane to leave our gate. Who can I write?😑,2015-02-17 19:02:10-08:00,"Washingon, DC",Eastern Time (US & Canada)
positive,1.0,,US Airways,cindycapo,"@USAirways TYVM USAir, Happy Night@ &lt;3",2015-02-17 19:02:09-08:00,"IL,USA",Central America
negative,0.7072,Late Flight,US Airways,AliNHamdani,@USAirways @husainhaqqani Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???,2015-02-17 18:56:56-08:00,Islamabad,Islamabad
negative,1.0,Customer Service Issue,US Airways,sheiladeca,@USAirways NOT GOOD. been on hold for 1hour (2x/day) since sun. to book 1-way flt dividend miles. agents send me to on hold hell. #furious,2015-02-17 18:50:06-08:00,metro #wdc. prev #rva + #atl.,Atlantic Time (Canada)
negative,1.0,Late Flight,US Airways,husainhaqqani,@USAirways I'm sure you don't but question still remains why we only found out at 8.20 that crew won't come before 9.50 for 8.10 flt. Tks.,2015-02-17 18:38:11-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,glehel,@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,2015-02-17 18:25:06-08:00,Washington DC,Eastern Time (US & Canada)
positive,1.0,,US Airways,Corybranan,@USAirways Will do. I appreciate the response.,2015-02-17 18:05:36-08:00,"Nashville, Tennessee",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,willary,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,2015-02-17 18:00:18-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,mttdprkr,"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours...",2015-02-17 17:58:28-08:00,"Vancouver, WA",Pacific Time (US & Canada)
negative,1.0,Late Flight,US Airways,willary,@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain,2015-02-17 17:55:51-08:00,"Washington, D.C.",Eastern Time (US & Canada)
positive,1.0,,US Airways,Rencelas,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,2015-02-17 17:47:00-08:00,"Salisbury, MD",Central Time (US & Canada)
negative,0.6609999999999999,Cancelled Flight,US Airways,PastorMRobinson,"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications",2015-02-17 17:38:53-08:00,Lexington,Central Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,PastorMRobinson,@USAirways I'm amazed at the lack of communication with the passengers.,2015-02-17 17:37:12-08:00,Lexington,Central Time (US & Canada)
negative,0.6661,Customer Service Issue,US Airways,PastorMRobinson,@USAirways they call weather an act of God and refuse to help. I have my wife and 3 kids and they have no sympathy.,2015-02-17 17:36:14-08:00,Lexington,Central Time (US & Canada)
negative,0.6865,Flight Attendant Complaints,US Airways,PastorMRobinson,@USAirways bad weather shouldn't mean bad service,2015-02-17 17:35:22-08:00,Lexington,Central Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,PastorMRobinson,@USAirways stuck in Charlotte being treated like a nobody by staff.,2015-02-17 17:34:40-08:00,Lexington,Central Time (US & Canada)
